sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	assembly	fasta_file
HS3_780_EG	HS3_780_EG	HS3 of Desulfovibrio-Methanococcus co-culture at generation 780	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from HS3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 780	fastq	HS3-118_R1.fastq	HS3-118_R2.fastq								
HS3_100_EG	HS3_100_EG	HS3 of Desulfovibrio-Methanococcus co-culture at generation 100	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from HS3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 100	fastq	HS3-15_1.fastq	HS3-15_2.fastq								
HS3_300_EG	HS3_300_EG	HS3 of Desulfovibrio-Methanococcus co-culture at generation 300	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from HS3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 300	fastq	HS3-45_R1.fastq	HS3-45_R2.fastq								
HS3_500_EG	HS3_500_EG	HS3 of Desulfovibrio-Methanococcus co-culture at generation 500	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from HS3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 500	fastq	HS3-76_1.fastq	HS3-76_2.fastq								
UA3_780_EG	UA3_780_EG	UA3 of Desulfovibrio-Methanococcus co-culture at generation 780	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UA3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 780	fastq	UA3-118_R1.fastq	UA3-118_R2.fastq								
UA3_100_EG	UA3_100_EG	UA3 of Desulfovibrio-Methanococcus co-culture at generation 100	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UA3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 100	fastq	UA3-15_1.fastq	UA3-15_2.fastq								
UA3_300_EG	UA3_300_EG	UA3 of Desulfovibrio-Methanococcus co-culture at generation 300	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UA3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 300	fastq	UA3-45_R1.fastq	UA3-45_R2.fastq								
UA3_500_EG	UA3_500_EG	UA3 of Desulfovibrio-Methanococcus co-culture at generation 500	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UA3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 500	fastq	UA3-76_1.fastq	UA3-76_2.fastq								
UE3_780_EG	UE3_780_EG	UE3 of Desulfovibrio-Methanococcus co-culture at generation 780	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UE3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 780	fastq	UE3-118_R1.fastq	UE3-118_R2.fastq								
UE3_100_EG	UE3_100_EG	UE3 of Desulfovibrio-Methanococcus co-culture at generation 100	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UE3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 100	fastq	UE3-15_1.fastq	UE3-15_2.fastq								
UE3_300_EG	UE3_300_EG	UE3 of Desulfovibrio-Methanococcus co-culture at generation 300	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UE3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 300	fastq	UE3-45_R1.fastq	UE3-45_R2.fastq								
UE3_500_EG	UE3_500_EG	UE3 of Desulfovibrio-Methanococcus co-culture at generation 500	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UE3 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 500	fastq	UE3-76_1.fastq	UE3-76_2.fastq								
UR1_780_EG	UR1_780_EG	UR1 of Desulfovibrio-Methanococcus co-culture at generation 780	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UR1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 780	fastq	UR1-118_R1.fastq	UR1-118_R2.fastq								
UR1_100_EG	UR1_100_EG	UR1 of Desulfovibrio-Methanococcus co-culture at generation 100	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UR1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 100	fastq	UR1-15_1.fastq	UR1-15_2.fastq								
UR1_300_EG	UR1_300_EG	UR1 of Desulfovibrio-Methanococcus co-culture at generation 300	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UR1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 300	fastq	UR1-45_R1.fastq	UR1-45_R2.fastq								
UR1_500_EG	UR1_500_EG	UR1 of Desulfovibrio-Methanococcus co-culture at generation 500	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from UR1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 500	fastq	UR1-76_1.fastq	UR1-76_2.fastq								
US1_780_EG	US1_780_EG	US1 of Desulfovibrio-Methanococcus co-culture at generation 780	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from US1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 780	fastq	US1-118_R1.fastq	US1-118_R2.fastq								
US1_100_EG	US1_100_EG	US1 of Desulfovibrio-Methanococcus co-culture at generation 100	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from US1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 100	fastq	US1-15_1.fastq	US1-15_2.fastq								
US1_300_EG	US1_300_EG	US1 of Desulfovibrio-Methanococcus co-culture at generation 300	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from US1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 300	fastq	US1-45_R1.fastq	US1-45_R2.fastq								
US1_500_EG	US1_500_EG	US1 of Desulfovibrio-Methanococcus co-culture at generation 500	WGS	METAGENOMIC	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from US1 of Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2 co-culture at generation 500	fastq	US1-76_1.fastq	US1-76_2.fastq								
single-cells-dvh-03-1	single-cells-dvh-03-1	single-cell # 1 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 1 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-1_S95_L001_R1_001.fastq.gz	DvH-03-1_S95_L001_R2_001.fastq.gz	DvH-03-1_S95_L002_R1_001.fastq.gz	DvH-03-1_S95_L002_R2_001.fastq.gz	DvH-03-1_S95_L003_R1_001.fastq.gz	DvH-03-1_S95_L003_R2_001.fastq.gz	DvH-03-1_S95_L004_R1_001.fastq.gz	DvH-03-1_S95_L004_R2_001.fastq.gz		
single-cells-dvh-03-10	single-cells-dvh-03-10	single-cell # 10 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 10 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-10_S96_L001_R1_001.fastq.gz	DvH-03-10_S96_L001_R2_001.fastq.gz	DvH-03-10_S96_L002_R1_001.fastq.gz	DvH-03-10_S96_L002_R2_001.fastq.gz	DvH-03-10_S96_L003_R1_001.fastq.gz	DvH-03-10_S96_L003_R2_001.fastq.gz	DvH-03-10_S96_L004_R1_001.fastq.gz	DvH-03-10_S96_L004_R2_001.fastq.gz		
single-cells-dvh-03-11	single-cells-dvh-03-11	single-cell # 11 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 11 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-11_S97_L001_R1_001.fastq.gz	DvH-03-11_S97_L001_R2_001.fastq.gz	DvH-03-11_S97_L002_R1_001.fastq.gz	DvH-03-11_S97_L002_R2_001.fastq.gz	DvH-03-11_S97_L003_R1_001.fastq.gz	DvH-03-11_S97_L003_R2_001.fastq.gz	DvH-03-11_S97_L004_R1_001.fastq.gz	DvH-03-11_S97_L004_R2_001.fastq.gz		
single-cells-dvh-03-12	single-cells-dvh-03-12	single-cell # 12 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 12 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-12_S98_L001_R1_001.fastq.gz	DvH-03-12_S98_L001_R2_001.fastq.gz	DvH-03-12_S98_L002_R1_001.fastq.gz	DvH-03-12_S98_L002_R2_001.fastq.gz	DvH-03-12_S98_L003_R1_001.fastq.gz	DvH-03-12_S98_L003_R2_001.fastq.gz	DvH-03-12_S98_L004_R1_001.fastq.gz	DvH-03-12_S98_L004_R2_001.fastq.gz		
single-cells-dvh-03-13	single-cells-dvh-03-13	single-cell # 13 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 13 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-13_S99_L001_R1_001.fastq.gz	DvH-03-13_S99_L001_R2_001.fastq.gz	DvH-03-13_S99_L002_R1_001.fastq.gz	DvH-03-13_S99_L002_R2_001.fastq.gz	DvH-03-13_S99_L003_R1_001.fastq.gz	DvH-03-13_S99_L003_R2_001.fastq.gz	DvH-03-13_S99_L004_R1_001.fastq.gz	DvH-03-13_S99_L004_R2_001.fastq.gz		
single-cells-dvh-03-14	single-cells-dvh-03-14	single-cell # 14 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 14 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-14_S100_L001_R1_001.fastq.gz	DvH-03-14_S100_L001_R2_001.fastq.gz	DvH-03-14_S100_L002_R1_001.fastq.gz	DvH-03-14_S100_L002_R2_001.fastq.gz	DvH-03-14_S100_L003_R1_001.fastq.gz	DvH-03-14_S100_L003_R2_001.fastq.gz	DvH-03-14_S100_L004_R1_001.fastq.gz	DvH-03-14_S100_L004_R2_001.fastq.gz		
single-cells-dvh-03-15	single-cells-dvh-03-15	single-cell # 15 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 15 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-15_S101_L001_R1_001.fastq.gz	DvH-03-15_S101_L001_R2_001.fastq.gz	DvH-03-15_S101_L002_R1_001.fastq.gz	DvH-03-15_S101_L002_R2_001.fastq.gz	DvH-03-15_S101_L003_R1_001.fastq.gz	DvH-03-15_S101_L003_R2_001.fastq.gz	DvH-03-15_S101_L004_R1_001.fastq.gz	DvH-03-15_S101_L004_R2_001.fastq.gz		
single-cells-dvh-03-16	single-cells-dvh-03-16	single-cell # 16 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 16 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-16_S102_L001_R1_001.fastq.gz	DvH-03-16_S102_L001_R2_001.fastq.gz	DvH-03-16_S102_L002_R1_001.fastq.gz	DvH-03-16_S102_L002_R2_001.fastq.gz	DvH-03-16_S102_L003_R1_001.fastq.gz	DvH-03-16_S102_L003_R2_001.fastq.gz	DvH-03-16_S102_L004_R1_001.fastq.gz	DvH-03-16_S102_L004_R2_001.fastq.gz		
single-cells-dvh-03-17	single-cells-dvh-03-17	single-cell # 17 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 17 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-17_S103_L001_R1_001.fastq.gz	DvH-03-17_S103_L001_R2_001.fastq.gz	DvH-03-17_S103_L002_R1_001.fastq.gz	DvH-03-17_S103_L002_R2_001.fastq.gz	DvH-03-17_S103_L003_R1_001.fastq.gz	DvH-03-17_S103_L003_R2_001.fastq.gz	DvH-03-17_S103_L004_R1_001.fastq.gz	DvH-03-17_S103_L004_R2_001.fastq.gz		
single-cells-dvh-03-18	single-cells-dvh-03-18	single-cell # 18 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 18 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-18_S104_L001_R1_001.fastq.gz	DvH-03-18_S104_L001_R2_001.fastq.gz	DvH-03-18_S104_L002_R1_001.fastq.gz	DvH-03-18_S104_L002_R2_001.fastq.gz	DvH-03-18_S104_L003_R1_001.fastq.gz	DvH-03-18_S104_L003_R2_001.fastq.gz	DvH-03-18_S104_L004_R1_001.fastq.gz	DvH-03-18_S104_L004_R2_001.fastq.gz		
single-cells-dvh-03-19	single-cells-dvh-03-19	single-cell # 19 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 19 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-19_S105_L001_R1_001.fastq.gz	DvH-03-19_S105_L001_R2_001.fastq.gz	DvH-03-19_S105_L002_R1_001.fastq.gz	DvH-03-19_S105_L002_R2_001.fastq.gz	DvH-03-19_S105_L003_R1_001.fastq.gz	DvH-03-19_S105_L003_R2_001.fastq.gz	DvH-03-19_S105_L004_R1_001.fastq.gz	DvH-03-19_S105_L004_R2_001.fastq.gz		
single-cells-dvh-03-2	single-cells-dvh-03-2	single-cell # 2 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 2 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-2_S106_L001_R1_001.fastq.gz	DvH-03-2_S106_L001_R2_001.fastq.gz	DvH-03-2_S106_L002_R1_001.fastq.gz	DvH-03-2_S106_L002_R2_001.fastq.gz	DvH-03-2_S106_L003_R1_001.fastq.gz	DvH-03-2_S106_L003_R2_001.fastq.gz	DvH-03-2_S106_L004_R1_001.fastq.gz	DvH-03-2_S106_L004_R2_001.fastq.gz		
single-cells-dvh-03-20	single-cells-dvh-03-20	single-cell # 20 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 20 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-20_S107_L001_R1_001.fastq.gz	DvH-03-20_S107_L001_R2_001.fastq.gz	DvH-03-20_S107_L002_R1_001.fastq.gz	DvH-03-20_S107_L002_R2_001.fastq.gz	DvH-03-20_S107_L003_R1_001.fastq.gz	DvH-03-20_S107_L003_R2_001.fastq.gz	DvH-03-20_S107_L004_R1_001.fastq.gz	DvH-03-20_S107_L004_R2_001.fastq.gz		
single-cells-dvh-03-22	single-cells-dvh-03-22	single-cell # 22 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 22 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-22_S108_L001_R1_001.fastq.gz	DvH-03-22_S108_L001_R2_001.fastq.gz	DvH-03-22_S108_L002_R1_001.fastq.gz	DvH-03-22_S108_L002_R2_001.fastq.gz	DvH-03-22_S108_L003_R1_001.fastq.gz	DvH-03-22_S108_L003_R2_001.fastq.gz	DvH-03-22_S108_L004_R1_001.fastq.gz	DvH-03-22_S108_L004_R2_001.fastq.gz		
single-cells-dvh-03-23	single-cells-dvh-03-23	single-cell # 23 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 23 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-23_S109_L001_R1_001.fastq.gz	DvH-03-23_S109_L001_R2_001.fastq.gz	DvH-03-23_S109_L002_R1_001.fastq.gz	DvH-03-23_S109_L002_R2_001.fastq.gz	DvH-03-23_S109_L003_R1_001.fastq.gz	DvH-03-23_S109_L003_R2_001.fastq.gz	DvH-03-23_S109_L004_R1_001.fastq.gz	DvH-03-23_S109_L004_R2_001.fastq.gz		
single-cells-dvh-03-24	single-cells-dvh-03-24	single-cell # 24 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 24 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-24_S110_L001_R1_001.fastq.gz	DvH-03-24_S110_L001_R2_001.fastq.gz	DvH-03-24_S110_L002_R1_001.fastq.gz	DvH-03-24_S110_L002_R2_001.fastq.gz	DvH-03-24_S110_L003_R1_001.fastq.gz	DvH-03-24_S110_L003_R2_001.fastq.gz	DvH-03-24_S110_L004_R1_001.fastq.gz	DvH-03-24_S110_L004_R2_001.fastq.gz		
single-cells-dvh-03-25	single-cells-dvh-03-25	single-cell # 25 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 25 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-25_S111_L001_R1_001.fastq.gz	DvH-03-25_S111_L001_R2_001.fastq.gz	DvH-03-25_S111_L002_R1_001.fastq.gz	DvH-03-25_S111_L002_R2_001.fastq.gz	DvH-03-25_S111_L003_R1_001.fastq.gz	DvH-03-25_S111_L003_R2_001.fastq.gz	DvH-03-25_S111_L004_R1_001.fastq.gz	DvH-03-25_S111_L004_R2_001.fastq.gz		
