# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	97761	98987	-	CAF29643.1			Hydroxymethylglutaryl-coenzyme A reductase:3-hydroxy-3-methylglutaryl Coenzyme A reductase	hmgA		MMP0087	1227	408	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	98977	100125	-					gtrA (hemA)		MMP0088	1149		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	98977	100125	-	CAF29644.1			Glutamyl-tRNA reductase	gtrA (hemA)		MMP0088	1149	382	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	100130	100735	-							MMP0089	606		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	100130	100735	-	CAF29645.1			Conserved hypothetical protein			MMP0089	606	201	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	100750	101817	-							MMP0090	1068		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	100750	101817	-	CAF29646.1			Glycosyl transferase			MMP0090	1068	355	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	101838	102422	-							MMP0091	585		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	101838	102422	-	CAF29647.1			conserved hypothetical archaeal protein			MMP0091	585	194	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	102523	102846	-					rpoF		MMP0092	324		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	102523	102846	-	CAF29648.1			DNA-directed RNA polymerase subunit F	rpoF		MMP0092	324	107	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	102895	103188	-							MMP0093	294		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	102895	103188	-	CAF29649.1			Ribosomal protein L21e			MMP0093	294	97	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	103274	104686	-							MMP0094	1413		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	103274	104686	-	CAF29650.1			Conserved hypothetical protein			MMP0094	1413	470	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	104708	105892	+							MMP0095	1185		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	104708	105892	+	CAF29651.1			Conserved Hypothetical protein, PHP domain C-terminal region			MMP0095	1185	394	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	105895	107082	-							MMP0096	1188		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	105895	107082	-	CAF29652.1			Aminotransferase (subgroup I)			MMP0096	1188	395	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	107207	107755	+							MMP0097	549		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	107207	107755	+	CAF29653.1			Transcriptional regulator protein, Helix-turn-helix motif			MMP0097	549	182	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	107786	107983	-							MMP0098	198		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	107786	107983	-	CAF29654.1			ferredoxin			MMP0098	198	65	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	108126	109277	+							MMP0099	1152		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	108126	109277	+	CAF29655.1			General substrate transporter			MMP0099	1152	383	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	109297	110475	-							MMP0100	1179		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	109297	110475	-	CAF29656.1			Na+/H+ exchanger family			MMP0100	1179	392	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	110490	110975	-							MMP0101	486		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	110490	110975	-	CAF29657.1			conserved hypothetical protein			MMP0101	486	161	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	111064	111702	+					pcm		MMP0102	639		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	111064	111702	+	CAF29658.1			Protein-L-isoaspartate(D-aspartate) O-methyltransferase	pcm		MMP0102	639	212	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	111821	112720	+							MMP0103	900		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	111821	112720	+	CAF29659.1			conserved hypothetical protein			MMP0103	900	299	
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	112878	112951	+					tRNA-Thr1		RNA_2	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	112878	112951	+				tRNA-Thr	tRNA-Thr1		RNA_2	74		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	112998	113074	+					tRNA-Pro1		RNA_3	77		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	112998	113074	+				tRNA-Pro	tRNA-Pro1		RNA_3	77		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113083	113156	+					tRNA-Tyr1		RNA_4	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113083	113156	+				tRNA-Tyr	tRNA-Tyr1		RNA_4	74		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113173	113246	+					tRNA-Lys1		RNA_5	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113173	113246	+				tRNA-Lys	tRNA-Lys1		RNA_5	74		
gene	rRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113287	113401	+					rrnD5S		RNA_37	115		
rRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113287	113401	+				5S ribosomal RNA	rrnD5S		RNA_37	115		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113418	113492	+					tRNA-Asp1		RNA_6	75		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113418	113492	+				tRNA-Asp	tRNA-Asp1		RNA_6	75		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113526	113599	+					tRNA-Lys2		RNA_7	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113526	113599	+				tRNA-Lys	tRNA-Lys2		RNA_7	74		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113620	113694	+					tRNA-Asp2		RNA_8	75		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113620	113694	+				tRNA-Asp	tRNA-Asp2		RNA_8	75		
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113747	114364	+							MMP0104	618		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	113747	114364	+	CAF29660.1			polyferredoxin			MMP0104	618	205	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	114487	115014	+							MMP0105	528		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	114487	115014	+	CAF29661.1			conserved hypothetical protein			MMP0105	528	175	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	115117	115677	+							MMP0106	561		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	115117	115677	+	CAF29662.1			conserved hypothetical protein			MMP0106	561	186	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	115687	116211	+							MMP0107	525		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	115687	116211	+	CAF29663.1			hypothetical protein			MMP0107	525	174	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	116352	117383	+							MMP0108	1032		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	116352	117383	+	CAF29664.1			ABC-type Iron(III)-binding periplasmic protein precursor			MMP0108	1032	343	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	117416	119032	+					afuB_1		MMP0109	1617		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	117416	119032	+	CAF29665.1			ABC-type transporter permease protein	afuB_1		MMP0109	1617	538	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	119023	119991	+							MMP0110	969		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	119023	119991	+	CAF29666.1			ABC transporter:AAA ATPase			MMP0110	969	322	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	119995	120534	-							MMP0111	540		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	119995	120534	-	CAF29667.1			hypothetical			MMP0111	540	179	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	120542	121822	-							MMP0112	1281		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	120542	121822	-	CAF29668.1			2,3-bisphosphoglycerate-independent phosphoglycerate mutase 2			MMP0112	1281	426	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	121832	122641	-							MMP0113	810		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	121832	122641	-	CAF29669.1			conserved hypothetical protein			MMP0113	810	269	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	122675	123316	-							MMP0114	642		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	122675	123316	-	CAF29670.1			conserved hypothetical protein			MMP0114	642	213	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	123500	124021	+							MMP0115	522		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	123500	124021	+	CAF29671.1			conserved hypothetical protein			MMP0115	522	173	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	124154	125185	+					argC		MMP0116	1032		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	124154	125185	+	CAF29672.1			N-acetyl-gamma-glutamyl-phosphate reductase	argC		MMP0116	1032	343	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	125209	125877	-							MMP0117	669		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	125209	125877	-	CAF29673.1			conserved hypothetical protein			MMP0117	669	222	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	125924	126541	-							MMP0118	618		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	125924	126541	-	CAF29674.1			conserved hypothetical protein			MMP0118	618	205	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	126554	127261	-					birA		MMP0119	708		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	126554	127261	-	CAF29675.1			Biotin--protein ligase	birA		MMP0119	708	235	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127261	127647	-							MMP0120	387		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127261	127647	-	CAF29676.1			conserved hypothetical protein			MMP0120	387	128	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127660	127977	-							MMP0121	318		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127660	127977	-	CAF29677.1			hypothetical			MMP0121	318	105	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127981	128889	-							MMP0122	909		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	127981	128889	-	CAF29678.1			conserved hypothetical protein			MMP0122	909	302	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	129070	130236	+					purT		MMP0123	1167		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	129070	130236	+	CAF29679.1			Phosphoribosylglycinamide formyltransferase 2	purT		MMP0123	1167	388	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	130264	130938	-							MMP0124	675		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	130264	130938	-	CAF29680.1			Conserved hypothetical protein			MMP0124	675	224	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	130979	132511	-					flpA		MMP0125	1533		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	130979	132511	-	CAF29681.1			conserved archaeal fibrillarin homolog	flpA		MMP0125	1533	510	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	132540	133565	-					bioB		MMP0126	1026		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	132540	133565	-	CAF29682.1			Biotin synthetase	bioB		MMP0126	1026	341	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	133625	134689	-					hmd		MMP0127	1065		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	133625	134689	-	CAF29683.1			H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenease	hmd		MMP0127	1065	354	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	134996	135565	-							MMP0128	570		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	134996	135565	-	CAF29684.1			conserved hypothetical protein			MMP0128	570	189	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	135643	136299	+							MMP0129	657		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	135643	136299	+	CAF29685.1			Conserved Hypothetical Protein			MMP0129	657	218	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	136315	137160	+					fumA		MMP0130	846		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	136315	137160	+	CAF29686.1			fumarate hydratase	fumA		MMP0130	846	281	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	137305	138459	+							MMP0131	1155		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	137305	138459	+	CAF29687.1			Pyridoxal phosphate-dependent amino acid decarboxylase			MMP0131	1155	384	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	138509	139372	+							MMP0132	864		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	138509	139372	+	CAF29688.1			Aminotransferase (subgroup III) similar to Branched-chain amino acid aminotransferase			MMP0132	864	287	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	139445	140947	-					guaB		MMP0133	1503		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	139445	140947	-	CAF29689.1			IMP dehydrogenase	guaB		MMP0133	1503	500	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	140997	141341	+							MMP0134	345		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	140997	141341	+	CAF29690.1			Conserved hypothetical protein			MMP0134	345	114	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	141612	142826	+					thrC		MMP0135	1215		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	141612	142826	+	CAF29691.1			Threonine synthase	thrC		MMP0135	1215	404	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	142844	143347	+					leuD		MMP0136	504		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	142844	143347	+	CAF29692.1			3-isopropylmalate dehydratase small subunit	leuD		MMP0136	504	167	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	143395	144411	+					dys		MMP0137	1017		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	143395	144411	+	CAF29693.1			Deoxyhypusine synthase	dys		MMP0137	1017	338	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	145038	147068	+					fdhA		MMP0138	2031		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	145038	147068	+	CAF29694.1			formate dehydrogenase alpha subunit	fdhA		MMP0138	2031	676	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	147092	148219	+					fdhB		MMP0139	1128		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	147092	148219	+	CAF29695.1			formate dehydrogenase beta subunit	fdhB		MMP0139	1128	375	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	148268	150583	-							MMP0140	2316		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	148268	150583	-	CAF29696.1			conserved hypothetical protein			MMP0140	2316	771	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	150629	151501	-							MMP0141	873		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	150629	151501	-	CAF29697.1			conserved archaeal protein			MMP0141	873	290	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	151531	153036	-							MMP0142	1506		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	151531	153036	-	CAF29698.1			Thiamine pyrophosphate dependent enzyme related to acetolactate synthase			MMP0142	1506	501	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	153055	154170	-							MMP0143	1116		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	153055	154170	-	CAF29699.1			conserved hypothetical protein			MMP0143	1116	371	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	154198	154806	-					hpcE		MMP0144	609		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	154198	154806	-	CAF29700.1			5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase.	hpcE		MMP0144	609	202	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	154822	155379	-					hpt		MMP0145	558		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	154822	155379	-	CAF29701.1			Hypoxanthine (guanine) phosphoribosyltransferase	hpt		MMP0145	558	185	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	155411	156817	-							MMP0146	1407		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	155411	156817	-	CAF29702.1			conserved hypothetical protein			MMP0146	1407	468	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	156832	157773	-							MMP0147	942		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	156832	157773	-	CAF29703.1			NifH/frxC family:ATP/GTP-binding site motif A (P-loop)			MMP0147	942	313	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	158021	159931	+					acsA		MMP0148	1911		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	158021	159931	+	CAF29704.1			acetyl-CoA synthetase, AMP-forming	acsA		MMP0148	1911	636	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	159965	161017	-							MMP0149	1053		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	159965	161017	-	CAF29705.1			conserved hypothetical protein			MMP0149	1053	350	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	161087	161602	+							MMP0150	516		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	161087	161602	+	CAF29706.1			conserved hypothetical protein			MMP0150	516	171	
