# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	105446	105667	-	YP_009311.1	WP_010937397.1		hypothetical protein		2793580	DVU0086	222	73	
gene	rRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	105901	107441	+					rrsA	2793581	Dv16SA	1541		
rRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	105901	107441	+				16S ribosomal RNA	rrsA	2793581	Dv16SA	1541		
gene	tRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107515	107591	+						2794760	DVU_tRNA-Ile-1	77		
tRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107515	107591	+				tRNA-Ile		2794760	DVU_tRNA-Ile-1	77		
gene	tRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107614	107689	+						2794761	DVU_tRNA-Ala-3	76		
tRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107614	107689	+				tRNA-Ala		2794761	DVU_tRNA-Ala-3	76		
gene	rRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107842	110762	+					rrlA	2795068	Dv23SA	2921		
rRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	107842	110762	+				23S ribosomal RNA	rrlA	2795068	Dv23SA	2921		
gene	rRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	110870	110986	+					rrfA	2794252	Dv5SA	117		
rRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	110870	110986	+				5S ribosomal RNA	rrfA	2794252	Dv5SA	117		
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	111902	112396	+						2794253	DVU0087	495		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	111902	112396	+	YP_009312.1	WP_010937398.1		hypothetical protein		2794253	DVU0087	495	164	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	112393	113880	+					panF	2794639	DVU0088	1488		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	112393	113880	+	YP_009313.1	WP_010937399.1		sodium/panthothenate symporter	panF	2794639	DVU0088	1488	495	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	113936	114739	-						2794640	DVU0089	804		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	113936	114739	-	YP_009314.1	WP_010937400.1		hypothetical protein		2794640	DVU0089	804	267	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	115316	116287	+					wcaG	2794641	DVU0090	972		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	115316	116287	+	YP_009315.1	WP_010937401.1		GDP-fucose synthetase	wcaG	2794641	DVU0090	972	323	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	116340	117062	+						2796240	DVU0091	723		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	116340	117062	+	YP_009316.1	WP_010937402.1		hypothetical protein		2796240	DVU0091	723	240	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	117119	120436	-						2796241	DVU0092	3318		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	117119	120436	-	YP_009317.1	WP_010937403.1		sensory box histidine kinase		2796241	DVU0092	3318	1105	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	120692	123142	-						2796242	DVU0093	2451		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	120692	123142	-	YP_009318.1	WP_010937404.1		glycosyl transferase domain-containing protein		2796242	DVU0093	2451	816	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	123374	125536	+						2796243	DVU0094	2163		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	123374	125536	+	YP_009319.1	WP_010937405.1		methyl-accepting chemotaxis protein		2796243	DVU0094	2163	720	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	125677	126714	-						2796175	DVU0095	1038		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	125677	126714	-	YP_009320.1	WP_010937406.1		polyamine ABC transporter periplasmic polyamine-binding protein		2796175	DVU0095	1038	345	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	126716	127489	-					potC	2796176	DVU0096	774		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	126716	127489	-	YP_009321.1	WP_010937407.1		spermidine/putrescine ABC transporter	potC	2796176	DVU0096	774	257	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	127492	128379	-					potB	2796177	DVU0097	888		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	127492	128379	-	YP_009322.1	WP_010937408.1		polyamine ABC transporter permease	potB	2796177	DVU0097	888	295	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	128366	129472	-					potA	2796544	DVU0098	1107		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	128366	129472	-	YP_009323.1	WP_010937409.1		putrescine/spermidine ABC transporter ATPase	potA	2796544	DVU0098	1107	368	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	129890	131050	-						2796545	DVU0099	1161		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	129890	131050	-	YP_009324.1	WP_010937410.1		TonB domain-containing protein		2796545	DVU0099	1161	386	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	131347	133296	+						2796546	DVU0100	1950		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	131347	133296	+	YP_009325.1	WP_010937411.1		TonB-dependent receptor		2796546	DVU0100	1950	649	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	133407	134933	+						2793699	DVU0101	1527		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	133407	134933	+	YP_009326.1	WP_010937412.1		UbiE/COQ5 family methlytransferase		2793699	DVU0101	1527	508	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	135121	136113	+						2793700	DVU0102	993		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	135121	136113	+	YP_009327.1	WP_010937413.1		cation ABC transporter periplasmic binding protein		2793700	DVU0102	993	330	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	136146	137087	+						2793701	DVU0103	942		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	136146	137087	+	YP_009328.1	WP_010937414.1		cation ABC transporter ATP-binding protein		2793701	DVU0103	942	313	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	137096	137932	+						2793702	DVU0104	837		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	137096	137932	+	YP_009329.1	WP_010937415.1		cation ABC transporter permease		2793702	DVU0104	837	278	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	138176	138910	-						2795642	DVU0105	735		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	138176	138910	-	YP_009330.1	WP_010937416.1		glutamine ABC transporter ATP-binding protein		2795642	DVU0105	735	244	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	138984	139655	-					glnP	2795643	DVU0106	672		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	138984	139655	-	YP_009331.1	WP_010937417.1		glutamine ABC transporter permease	glnP	2795643	DVU0106	672	223	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	139770	140519	-					glnH	2795644	DVU0107	750		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	139770	140519	-	YP_009332.1	WP_010937418.1		glutamine ABC transporter periplasmic glutamine-binding protein	glnH	2795644	DVU0107	750	249	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	140811	140918	-						2793307	DVU0108	108		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	140811	140918	-	YP_009333.1	WP_010937419.1		hypothetical protein		2793307	DVU0108	108	35	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	141455	142687	+						2793308	DVU0109	1233		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	141455	142687	+	YP_009334.1	WP_010937420.1		sensor histidine kinase		2793308	DVU0109	1233	410	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	142672	144102	+						2793309	DVU0110	1431		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	142672	144102	+	YP_009335.1	WP_010937421.1		sigma-54 dependent transcriptional regulator/response regulator		2793309	DVU0110	1431	476	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	144236	145042	+						2794980	DVU0111	807		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	144236	145042	+	YP_009336.1	WP_010937422.1		response regulator		2794980	DVU0111	807	268	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	145051	146475	+						2794981	DVU0112	1425		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	145051	146475	+	YP_009337.1	WP_010937423.1		deoxyribodipyrimidine photolyase		2794981	DVU0112	1425	474	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	147117	147497	+					hisI	2794982	DVU0113	381		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	147117	147497	+	YP_009338.1	WP_010937424.1		phosphoribosyl-AMP cyclohydrolase	hisI	2794982	DVU0113	381	126	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	147494	148375	+					hisG	2794983	DVU0114	882		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	147494	148375	+	YP_009339.1	WP_010937425.1		ATP phosphoribosyltransferase	hisG	2794983	DVU0114	882	293	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	148475	149380	+					aroE	2794719	DVU0115	906		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	148475	149380	+	YP_009340.1	WP_010937426.1		shikimate 5-dehydrogenase	aroE	2794719	DVU0115	906	301	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	149719	150795	+						2794720	DVU0116	1077		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	149719	150795	+	YP_009341.1	WP_010937427.1		polysaccharide deacetylase		2794720	DVU0116	1077	358	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	150843	151760	-						2794721	DVU0117	918		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	150843	151760	-	YP_009342.1	WP_010937428.1		glycosyl transferase group 2 family protein		2794721	DVU0117	918	305	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	152047	153411	-						2796783	DVU0118	1365		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	152047	153411	-	YP_009343.1	WP_010937429.1		sigma-54 dependent transcriptional regulator/response regulator		2796783	DVU0118	1365	454	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	153408	155072	-						2796784	DVU0119	1665		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	153408	155072	-	YP_009344.1	WP_010937430.1		sensor histidine kinase		2796784	DVU0119	1665	554	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	155069	156007	-						2796785	DVU0120	939		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	155069	156007	-	YP_009345.1	WP_010937431.1		ABC transporter substrate-binding protein		2796785	DVU0120	939	312	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156057	156500	-						2796786	DVU0121	444		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156057	156500	-	YP_009346.1	WP_010937432.1		hypothetical protein		2796786	DVU0121	444	147	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156582	156680	-						2794728	DVU0122	99		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156582	156680	-	YP_009347.1	WP_010937433.1		hypothetical protein		2794728	DVU0122	99	32	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156693	157775	-						2794729	DVU0123	1083		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	156693	157775	-	YP_009348.1	WP_010937434.1		hypothetical protein		2794729	DVU0123	1083	360	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	157822	158010	+						2794730	DVU0124	189		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	157822	158010	+	YP_009349.1	WP_010937435.1		hypothetical protein		2794730	DVU0124	189	62	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	158213	159346	+						2794299	DVU0125	1134		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	158213	159346	+	YP_009350.1	WP_010937436.1		hypothetical protein		2794299	DVU0125	1134	377	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	159343	162858	+						2794300	DVU0126	3516		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	159343	162858	+	YP_009351.1	WP_010937437.1		ABC transporter ATP-binding protein		2794300	DVU0126	3516	1171	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	162862	163974	+						2794301	DVU0127	1113		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	162862	163974	+	YP_009352.1	WP_010937438.1		hypothetical protein		2794301	DVU0127	1113	370	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	164190	165248	-						2794302	DVU0128	1059		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	164190	165248	-	YP_009353.1	WP_010937439.1		hypothetical protein		2794302	DVU0128	1059	352	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	165493	166851	+						2794479	DVU0129	1359		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	165493	166851	+	YP_009354.1	WP_010937440.1		sensory box protein		2794479	DVU0129	1359	452	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	167030	167692	-						2794480	DVU0130	663		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	167030	167692	-	YP_009355.1	WP_010937441.1		phosphoglycolate phosphatase		2794480	DVU0130	663	220	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	167947	168069	-						2794481	DVU0131	123		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	167947	168069	-	YP_009356.1	WP_010937442.1		hypothetical protein		2794481	DVU0131	123	40	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	168235	169359	+						2794155	DVU0132	1125		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	168235	169359	+	YP_009357.1	WP_010937443.1		hypothetical protein		2794155	DVU0132	1125	374	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	169361	170083	+						2794156	DVU0133	723		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	169361	170083	+	YP_009358.1	WP_010937444.1		hypothetical protein		2794156	DVU0133	723	240	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	170444	171481	-						2794157	DVU0134	1038		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	170444	171481	-	YP_009359.1	WP_010937445.1		glycosyl transferase group 2 family protein		2794157	DVU0134	1038	345	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	171562	172473	-						2794158	DVU0135	912		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	171562	172473	-	YP_009360.1	WP_010937446.1		hypothetical protein		2794158	DVU0135	912	303	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	172638	172856	-						2794159	DVU0136	219		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	172638	172856	-	YP_009361.1	WP_010937447.1		hypothetical protein		2794159	DVU0136	219	72	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	172910	173035	-						2793576	DVU0137	126		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	172910	173035	-	YP_009362.1	WP_010937448.1		hypothetical protein		2793576	DVU0137	126	41	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	173086	173466	+						2793577	DVU0138	381		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	173086	173466	+	YP_009363.1	WP_010937449.1		response regulator		2793577	DVU0138	381	126	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	173772	175484	+						2793578	DVU0139	1713		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	173772	175484	+	YP_009364.1	WP_010937450.1		sensor histidine kinase		2793578	DVU0139	1713	570	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	175592	176005	+						2796556	DVU0140	414		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	175592	176005	+	YP_009365.1	WP_010937451.1		response regulator		2796556	DVU0140	414	137	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	176335	177009	+						2796557	DVU0141	675		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	176335	177009	+	YP_009366.1	WP_010937452.1		M50 family peptidase		2796557	DVU0141	675	224	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	177038	178027	+					trpS	2796558	DVU0142	990		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	177038	178027	+	YP_009367.1	WP_010937453.1		tryptophanyl-tRNA synthetase	trpS	2796558	DVU0142	990	329	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	178039	178815	+						2796559	DVU0143	777		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	178039	178815	+	YP_009368.1	WP_010937454.1		hypothetical protein		2796559	DVU0143	777	258	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	179041	179643	+						2796577	DVU0144	603		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	179041	179643	+	YP_009369.1	WP_010937455.1		cytidyltransferase-like protein		2796577	DVU0144	603	200	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	180029	180436	-						2796578	DVU0145	408		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	180029	180436	-	YP_009370.1	WP_010937456.1		response regulator		2796578	DVU0145	408	135	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	180580	181389	-						2796579	DVU0146	810		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	180580	181389	-	YP_009371.1	WP_010937457.1		hypothetical protein		2796579	DVU0146	810	269	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	181386	181646	-						2796580	DVU0147	261		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	181386	181646	-	YP_009372.1	WP_010937458.1		lipoprotein		2796580	DVU0147	261	86	
